OBJECTID,Código del establecimiento,Nombre de la sede,Orden de la sede,Sector,Tipo de administración,Naturaleza jurídica,Dirección,Número telefónico,Número de fax,Correo electrónico,Página WEB,Calendario,Jornada,Nivel de atención,Tipo de discapacidad atendida,Tipo de talento especial,Grupo étnico atendido,Situación de conflicto atendida,Categoría por resultado pruebas SABER 11,Nombre Rector,Matriculados,Tasa de deserción escolar (%),Zona,Género,coord_x,coord_y
192,311001098191,JARDIN INFANTIL ALEGRE DESPERTAR,A,No Oficial,Privado,Persona Natural,CL 8 A SUR # 7 A - 09,3283174 / 3214431174,,andresg18102@gmail.com / alegredespertar@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,MARTHA MARINA GOMEZ PATIÑO,161,0,Urbana,Mixto,"-74,0862977222524","4,581190627133266"
193,311001099103,COLEGIO PSICOPEDAGOGICO PILARES DE LA PAZ,A,No Oficial,Privado,Persona Natural,CL 90 SUR # 5 C - 31 ESTE,7686690,,pilaresdelapaz@hotmail.com,,A,Mañana,Básica Primaria,Auditiva,,Afrocolombiano,,No Aplica,MARIA DEL PILAR TRIANA MENDEZ,87,"1,16",Urbana,Mixto,"-74,10566752339534","4,500065375560902"
197,311001107467,GIMNASIO NUEVA ANDALUCIA,A,No Oficial,Privado,Sociedad,CL 51 B SUR # 87 A - 04,7845021,,gimnasionuevaandalucia_90@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,PATRICIA SANTAFE SALAS,70,0,Urbana,Mixto,"-74,18000461334276","4,627181971875763"
199,311001101892,LICEO SANTA CATALINA DE SIENA,A,No Oficial,Privado,Sociedad,DG 45 SUR # 80 G - 32,5721170 / 5721171,4190081,hgaleano19@yahoo.es,www.santacatalinadesiena.edu.co,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,HECTOR JULIO GALEANO RODRIGUEZ,264,No Aplica,Urbana,Mixto,"-74,16795390155418","4,6222161259736305"
201,311001104981,JARDIN INFANTIL ESTRELLITAS MAGICAS,A,No Oficial,Privado,Persona Natural,AV LA ESPERANZA # 69 A - 56,4167747,,estrellitasmagicas2001@gmail.com / estrellitasmagicas@gmail.com,www.estrellitasmagicas.com,A,Mañana,Preescolar,,,,,No Aplica,JOSE MANUEL SALDAÑA ACUÑA,41,0,Urbana,Mixto,"-74,11055348268354","4,65670385685568"
202,311001106428,LICEO AMERICANO MI GRAN CASA AZUL,A,No Oficial,Privado,Persona Natural,CL 24 A # 74 A - 06,4753222 / 2957514 / 2951332 / 4124186,,info@migrancasazul.edu.co / liceosedeb@hotmail.com,www.migrancasazul.edu.co,A,Mañana,"Preescolar, Básica Primaria",,,,,A+,JENNY CATALINA MATTA CARREÑO,904,0,Urbana,Mixto,"-74,11900780989339","4,665456770464358"
205,311001034389,GIMNASIO LOS ALERCES,A,No Oficial,Privado,Persona Natural,CL 64 C # 76 - 23,4305567 / 2766732,4305567,secretaria@gimnasiolosalerces.edu.co,www.gimnasiolosalerces.edu.co,A,Mañana,"Básica Primaria, Básica Secundaria, Media",,,,,A,MARIO ERNESTO PEREZ MESA,401,0,Urbana,Mixto,"-74,10645235989952","4,680770641250846"
208,311001019444,COLEGIO JOSE JOAQUIN VARGAS,A,No Oficial,Privado,Persona Natural,KR 81 # 68 B - 11,7961574 / 3112020171,2248478,colegio_jjvargas@hotmail.com,,A,Mañana,"Básica Secundaria, Media",,,,,A,MARTHA LUZ CHACON PAEZ,102,"0,95",Urbana,Mixto,"-74,10541919491483","4,689413655188167"
209,311001033358,COLEGIO BOGOTA ANDINO,A,No Oficial,Privado,Persona Natural,KR 78 # 67 - 02,2234714 / 4736237 / 796443,,bogota_andino@yahoo.com,,A,Mañana,"Preescolar, Básica Primaria",Auditiva,,,,No Aplica,SANDRA PATRICIA CHACON PAEZ,119,0,Urbana,Mixto,"-74,10482145861972","4,686493097389215"
211,311001009741,LICEO CARRION,A,No Oficial,Privado,Persona Natural,CL 89 # 77 - 31,2762693,5381740,liceocarrion@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,CLARA INES CARRION HERNANDEZ,144,0,Urbana,Mixto,"-74,09393590577211","4,70773195188407"
212,311001005249,LICEO LA ESPAÑOLA GABRIEL ANZOLA GOMEZ,A,No Oficial,Privado,Persona Natural,TV 76 A # 83 A - 12,2525139 / 2525378 / 5356733 / 2917068,5356733,gabriel-anzola-gomez@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A,MARISOL ORDOÑEZ CELIS,248,"4,91",Urbana,Mixto,"-74,09273797628958","4,704789850484476"
215,311001026670,GIMNASIO SANTA CRUZ,A,No Oficial,Privado,Sociedad,KR 82 A # 80 - 99,2766792 / 2244170,,g.s.c.2009@hotmail.com,www.gimnasiosantacruz.es.tl,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",Autismo,,Afrocolombiano,,B,MARIA CRISTINA SOTO RODRIGUEZ,297,No Aplica,Urbana,Mixto,"-74,09763529297794","4,702303783140701"
235,311001075468,COLEGIO ROSA MYSTICA,A,No Oficial,Privado,Persona Natural,KR 88 # 68 A - 31,2516960,,colrosamystica@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,MARIA STELLA ROJAS SEGURA,222,No Aplica,Urbana,Mixto,"-74,11010572192176","4,692709812221578"
239,311001051151,LICEO INFANTIL HUELLAS DE COLORES,A,No Oficial,Privado,Persona Natural,KR 105 B # 76 A - 03,2277219,,huellasdeco@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",Múltiple,,Afrocolombiano,,No Aplica,MARIA ANGELICA GIL MONROY,40,"2,85",Urbana,Mixto,"-74,11836711166983","4,710546607447276"
244,311001065080,COLEGIO INFANTIL COLOMBIANO,A,No Oficial,Privado,Persona Natural,CL 86 B # 95 G - 62 INT 101,5378534 / 3204388689,,infantilcolombiano@hotmail.com,,A,Mañana,Básica Primaria,,,,,No Aplica,CARLOS MARIO AVENDAÑO ROJAS,56,"4,39",Urbana,Mixto,"-74,10555354425378","4,716060964348792"
245,311001108234,LICEO HELEN MOR,A,No Oficial,Privado,Persona Natural,CL 82 # 95 D - 15 INT 109,2285774,,mariadelp2004@yahoo.es,,A,Completa,Preescolar,,,,,No Aplica,ROSA ELENA MORALES DE URREGO,20,0,Urbana,Mixto,"-74,10747786494976","4,710761684357752"
161,311001003378,GIMNASIO PEDAGOGICO NUESTRA SEÑORA DE FATIMA,A,No Oficial,Privado,Persona Natural,KR 53 C # 51 - 10 SUR,7106673 / 2305950 / 2707395,2305950,gpnsf1968@gmail.com / rectoriagpnsf@gmail.com / secretariagpnsf@gmail.com,,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A,CLAUDIA ANDREA MERCHAN LEON,602,"0,34",Urbana,Mixto,"-74,14156771905309","4,590008199044695"
163,311001042292,JARDIN INFANTIL SOLDADITOS,A,No Oficial,Privado,Persona Natural,DG 49 A SUR # 32 - 43,2044077 / 3124592106,2044077,jardin.soldaditos@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,MARTHA LIGIA GARCIA DIAZ,42,0,Urbana,Mixto,"-74,13699768197895","4,584181929340152"
165,311001001901,COLEGIO AMERICANO DE BOGOTA,A,No Oficial,Privado,Corporación,KR 22 # 45 A - 51,2450830 / 2327392,,rectoria@colamericano.edu.co,www.colamericano.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,Afrocolombiano,,A+,HILDA SOLEDAD MUÑOZ ROJAS,2174,0,Urbana,Mixto,"-74,07439355622938","4,6344163357584405"
168,311001106720,CENTRO PANAMERICANO DE CAPACITACION SEDE RESTREPO,A,No Oficial,Privado,Persona Natural,CL 22 SUR (AV 1º DE MAYO) # 16 - 50,3660535 / 3660410 / 3123616215,,centropanamericano09@yahoo.com / ferve2000@hotmail.com,www.colegiocentropanamericano.edu.co,A,Mañana / Nocturna / Fin de semana,Básica Secundaria / Media,,,,,No Aplica,FERNANDO ANTONIO VENEGAS MACIAS,269,No Aplica,Urbana,Mixto,"-74,10312466591385","4,582360890807111"
273,311001101400,COLEGIO MARIA PAZ DE LA FUENTE,A,No Oficial,Privado,Persona Natural,KR 115 D # 65 A - 04,4357162,,colegiomariapaz@yahoo.es,,A,Mañana,"Preescolar, Básica Secundaria",,,,,No Aplica,ELVIA MARIA CARDENAS BEJARANO,203,No Aplica,Urbana,Mixto,"-74,13791836711027","4,7114250557468464"
275,311001051127,GIMNASIO FRAY MARTIN DE PORRES,A,No Oficial,Privado,Persona Natural,CL 86 BIS # 89 B - 28,2524448 / 5365235 / 3213447762,2524448,gimnasioelimperio@yahoo.com,,A,Mañana,"Preescolar, Básica Primaria",Autismo,,Afrocolombiano,,No Aplica,MARTHA AURORA GARZON RAMIREZ,128,0,Urbana,Mixto,"-74,09941911896011","4,709456162351468"
276,311001105197,INSTITUTO IP EDUCANDO LA JUVENTUD FUTURO DE COLOMBIA,A,No Oficial,Privado,Persona Natural,KR 90 A # 80 - 55 PISO 3,4340071 / 4380069 / 3004494530,4380069,adrianarinconmurcia@hotmail.com,,A,Mañana / Fin de semana,Básica Secundaria / Media,,,Afrocolombiano,,No Aplica,PEDRO PATIÑO LOPEZ,187,No Aplica,Urbana,Mixto,"-74,10497599759468","4,7052688484365985"
277,311001089060,JARDIN INFANTIL COLORINES DE BOLIVIA,A,No Oficial,Privado,Persona Natural,DG 86 A # 103 D - 87,4319642,6736847,jardininfantilcolorines@gmail.com,www.jardininfantilcolorines.edu.co,A,Mañana,Preescolar,,,,,No Aplica,RUBY MIREYA GOMEZ BERNAL,53,0,Urbana,Mixto,"-74,11038039080303","4,7199429095977985"
281,311265001241,LICEO JUAN JOSE RONDON,A,No Oficial,Privado,Persona Natural,CL 74 # 113 A - 13,4335124 / 4334570,4335124,liceojuanjoserondon@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,ADIELA MARINA OCHOA GUIO,81,0,Urbana,Mixto,"-74,12697064904837","4,716275615192836"
282,311265001110,COLEGIO LUIGI PIRANDELLO,A,No Oficial,Privado,Sociedad,KR 113 # 74 B - 06,4424545 / 2286068,4424805,clp2013academico@gmail.com / clp.secretaria@gmail.com / academicaclp@gmail.com,www.luigipirandello.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A+,JORGE HERNAN NARANJO PUERTAS,894,0,Urbana,Mixto,"-74,12599622130685","4,716198242953656"
283,311001100853,LICEO ACADEMIA SHILTON,A,No Oficial,Privado,Persona Natural,CL 75 B # 111 A - 22,4359524,,liceoacademicoshilton@hotmail.com / shiltoncarlose@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,JULIA MARINA OÑATE FLOREZ,68,0,Urbana,Mixto,"-74,1240707211229","4,714899602398593"
287,311001087245,GIMNASIO INFANTIL SAN CAMILO GISAC,A,No Oficial,Privado,Persona Natural,KR 105 H # 70 D - 49,4318271,,gisacedu2009@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,MAGNOLIA RODRIGUEZ GONZALEZ,49,0,Urbana,Mixto,"-74,12233939178762","4,706479550480832"
288,311001105146,GIMNASIO SENDEROS DE LUZ,A,No Oficial,Privado,Persona Natural,CL 70 C # 105 H - 12,4345874,4345874,gimnasiosenderosdeluz@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,YULI MARICEL TRUJILLO TALERO,33,0,Urbana,Mixto,"-74,12291264270303","4,705778170331466"
298,311001087989,COLEGIO COLSUBSIDIO CIUDADELA,A,No Oficial,Privado,Caja de Compensación,CL 83 # 110 - 58,4319454 / 4318181 / 4316427,4316773,colegio.ceic@colsubsidio.com / colegioceicciudadela.secretariaacademica@colsubsidio.com,www.colsubsidio.com,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",Auditiva / Motora / Cognitiva / Autismo,Capacidades Excepcionales,,,A+,LUIS ALFREDO PLATA CUEVAS,3219,"1,36",Urbana,Mixto,"-74,11290856262626","4,72120018384695"
302,311001108731,GIMNASIO MODERNO LA ALEGRIA DE APRENDER,A,No Oficial,Privado,Persona Natural,KR 119 # 63 L - 23,4426010,,gimlaalegria_333@yahoo.es,,A,Mañana,Preescolar,,,,,No Aplica,YANNY MARITZA BARRERA DIAZ,70,0,Urbana,Mixto,"-74,14423388288375","4,7101548538435685"
304,311001000531,LICEO EL GRAN VIRREY,A,No Oficial,Privado,Sociedad,CL 70 D BIS A # 105 A - 63,7568460,7568460 EXT 1,liceo_gran_virrey@yahoo.es / javiercaldas3@gmail.com,www.liceoelgranvirrey.com,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",Motora,,Afrocolombiano,,A+,LUIS JAVIER CALDAS CALONJE,867,"0,29",Urbana,Mixto,"-74,12145073159617","4,705453545395031"
306,311001101876,GIMNASIO MODERNO JHON NEPER,A,No Oficial,Privado,Persona Natural,KR 110 B # 64 D - 35,4428226,,gimnasiomodernojhonneper@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,AURORA PILAR VILLAMIL GARCIA,183,"0,76",Urbana,Mixto,"-74,1308612714085","4,702527534390691"
308,311001094985,COLEGIO NUEVOS CIUDADANOS DE MARANDU,A,No Oficial,Privado,Persona Natural,CL 69 C # 111 C - 32,4407454,4407454 / 4423054,nuevosciudadanos26@gmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,WILFER PERDOMO JARAMILLO,129,2,Urbana,Mixto,"-74,13062369666027","4,7078058665813645"
309,311001108749,COLEGIO MAYOR DE ENGATIVA,A,No Oficial,Privado,Persona Natural,CL 67 # 115 A - 21,8052283,,colegiomayordeengativa@hotmail.com,www.colegiomayordeengativa.edu.co,A,Mañana,Preescolar,Motora / Cognitiva,,,,No Aplica,SANDRA YANETH GUERRERO GARZON,303,0,Urbana,Mixto,"-74,1362724558804","4,711085246805306"
311,311001092214,GIMNASIO MAYOR DE OCCIDENTE,A,No Oficial,Privado,Sociedad,CL 67 B BIS # 111 - 23,5400607 / 5436966 / 5438063,5436966,mayordeoccidente@hotmail.com,www.gimnasiomayordeoccidente.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A,JHONATTAN GARCIA LATORRE,879,0,Urbana,Mixto,"-74,13046750478517","4,705032546128001"
332,311001108285,GIMNASIO PEDAGOGICO VIDA Y SABER,A,No Oficial,Privado,Persona Natural,CL 5 # 86 C - 23,2935826 / 4520249,4520249,colegiovidaysaber@gmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,OMAIRA MEDINA GALLO,108,"0,91",Urbana,Mixto,"-74,15786753400077","4,640411011963791"
334,311001047120,JARDIN INFANTIL JARDINERITOS,A,No Oficial,Privado,Persona Natural,CL 43 SUR # 72 K - 48,7284180 / 5630148,,diacris25@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,MYRIAM LILIAN HERNANDEZ PACHON,27,0,Urbana,Mixto,"-74,15134024938223","4,605008903809475"
339,311001093326,GIMNASIO SUPER BABY,A,No Oficial,Privado,Persona Natural,CL 22 A # 44 C - 30,2441351,,superbabyjardin@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,SANDRA LILIANA SERRANO CORTES,45,0,Urbana,Mixto,"-74,0968043091193","4,633737396955593"
340,311001102899,COLEGIO LOS ANGELES DE HELVETIA,A,No Oficial,Privado,Sociedad,KR 42 # 22 - 04,2699000,,losangeleshelvetia@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,TATIANA GARNICA,170,0,Urbana,Mixto,"-74,09502165993014","4,629904325838036"
342,311001105812,JARDIN INFANTIL BURBUJITAS DE AMOR,A,No Oficial,Privado,Persona Natural,CL 24 A # 40 - 41,6773771 / 2448724 / 2691603,2448724,burbujitasdepapel@gmail.com,www.burbujitasdepapel.edu.co,A,Mañana,Preescolar,,,,,No Aplica,YANETH DE LOS ANGELES CARDOZO LOPEZ,17,0,Urbana,Mixto,"-74,0927747811651","4,631442349399913"
343,311001108528,JARDIN GIMNASIO CANTORIN,A,No Oficial,Privado,Persona Natural,KR 82 # 25 B - 09,4736594 / 2630635,,dianamachadoclavijo@hotmail.com / erectoria@gimnasiocantorin.edu.co / rectoria@gmail.com,www.gimnasiocantorin.edu.co,A,Completa,Preescolar,,,,,No Aplica,DIANA YANNETH MACHADO CLAVIJO,70,0,Urbana,Mixto,"-74,12033079025336","4,671597211748579"
344,311001087539,JARDIN INFANTIL LOCAS CABECITAS,A,No Oficial,Privado,Persona Natural,CL 25 B # 81 C - 36,2636867 / 3108454551,,locascabecitas@hotmail.com / jardinlocascabecitas@yahoo.es,,A,Mañana,Preescolar,,,,,No Aplica,MARY RINCON SALGADO,20,0,Urbana,Mixto,"-74,11970797209719","4,670985115773851"
345,311001034893,JARDIN INFANTIL BAMBI DE MODELIA,A,No Oficial,Privado,Persona Natural,KR 81 C # 24 D - 61,2636807 / 2633807,,marthaforero2002@yahoo.com,Z-NO TIENE,A,Mañana,Preescolar,,,,,No Aplica,MARTHA LUCIA FORERO RINCON,2,No Aplica,Urbana,Mixto,"-74,11990144764982","4,670514702043458"
347,311001090653,LICEO JEAN DE LA FONTAINE,A,No Oficial,Privado,Persona Natural,KR 75 # 25 D - 05,5470692 / 3103144441 / 2634052 / 5470692,,jfschool@hotmail.com,www.liceojeandelafontaine.edu.co,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,CARLOS ALBERTO GONZALEZ SALGADO,109,0,Urbana,Mixto,"-74,11670573684066","4,669120477470711"
348,311001092443,JARDIN INFANTIL CON CINCO SENTIDOS,A,No Oficial,Privado,Persona Natural,CL 24 A # 81 C - 10,2636705 / 4298522,,jardincon5entidos@hotmail.com,www.jardincon5entidos.edu.co,A,Mañana,Preescolar,,,,,No Aplica,ANA ISABEL CASTRO PATIÑO,13,0,Urbana,Mixto,"-74,12147253460643","4,669049097848298"
349,311001031461,INSTITUTO NAZARENO MODELIA,A,No Oficial,Privado,Fundación,CL 24 C # 75 - 13,8052007 / 3013236086 / 3214685067,4100452,instituto_nazareno@yahoo.com,www.instituto.nazarenobogota.com,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A,LUIS ERNESTO RIONDO LINEROS,179,"0,54",Urbana,Mixto,"-74,11882303721923","4,66721451801134"
350,311001090394,GIMNASIO JEAN PIAGET DE CIUDAD MODELIA,A,No Oficial,Privado,Sociedad,KR 74 B # 23 A - 25,4109008 / 3203396212 / 5481724,5481724,gimnasiojeanpiaget@gmail.com,www.gimnasiojeanpiaget.edu.com,A,Mañana,Preescolar,,,,,No Aplica,MARIA DEL PILAR GARCIA MAHECHA,21,0,Urbana,Mixto,"-74,12226402583022","4,663358210443616"
351,311001107505,JARDIN INFANTIL OSITO DE MIEL,A,No Oficial,Privado,Sociedad,KR 80 A BIS # 22 D - 44,2951881 / 4100086,2951881,nancyvargasayala@hotmail.es,http://ositodemiel.edu.co,A,Completa,Preescolar,,,,,No Aplica,NANCY HIBETH VARGAS AYALA,174,No Aplica,Urbana,Mixto,"-74,1238720577995","4,663273091218647"
312,311001076430,COLEGIO AMANECER DE LUCES,A,No Oficial,Privado,Persona Natural,KR 106 A # 69 - 45,4358582,,luisferzorro@yahoo.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,CARMEN INES ZORRO SANCHEZ,215,"5,55",Urbana,Mixto,"-74,12481352994651","4,70350650077214"
313,311001095981,COLEGIO NUMEROS Y LETRAS,A,No Oficial,Privado,Persona Natural,KR 110 BIS # 64 - 31,4359612,,colegionumerosyletras@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,CLAUDIA PATRICIA CONTRERAS CASALLAS,275,0,Urbana,Mixto,"-74,13086974341996","4,701186291757165"
316,311001093482,LICEO LOS CENTAUROS,A,No Oficial,Privado,Persona Natural,CL 67 D # 105 B - 04,4428463,6042883,liceoloscentauros@hotmail.com / jairoyayo@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,JHON JAIRO FORERO RUEDA,115,0,Urbana,Mixto,"-74,12358759638333","4,6998738795099735"
317,311001096856,COLEGIO INTEGRAL EPIFANIO MEJIA,A,No Oficial,Privado,Sociedad,CL 64 C # 103 A - 45,5471675,,epifaniomejia@yahoo.com / colmejia@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,SOCORRO SALINAS QUINTERO,199,0,Urbana,Mixto,"-74,12450247300802","4,696342610478328"
319,311001076243,COLEGIO PEDAGOGICO NASEM,A,No Oficial,Privado,Persona Natural,KR 94 J # 80 B - 45,2276769,2276769,colegionasem@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,ENA TABARES GAVALO,137,"2,18",Urbana,Mixto,"-74,10705522287994","4,7077505263546024"
320,311001095515,TALLER PSICOPEDAGOGICO MIS PEQUEÑOS ARTISTAS,A,No Oficial,Privado,Persona Natural,CL 24 BIS # 24 - 14,2444223 / 2440405,2440405,mispequear@yahoo.com / mispequear@hotmail.com / mispequear@gmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,MONICA FORERO SANCHEZ,148,"3,47",Urbana,Mixto,"-74,07888701731545","4,619804745158274"
323,311001091587,COLEGIO TRIANGULO PALOQUEMAO,A,No Oficial,Privado,Persona Natural,KR 29 # 13 - 10 PISO 2,3600202,2774701,triangulopalo@hotmail.com / sedepaloquemao@institutotriangulo.edu.co,www.institutotriangulo.edu.com,A,Mañana / Nocturna / Fin de semana,Básica Secundaria / Media,,,,,No Aplica,SANDRA ELIZABETH MARTINEZ TELLES,122,No Aplica,Urbana,Mixto,"-74,09068510308319","4,613624660352986"
249,311001035873,COLEGIO SAN JUAN DE AVILA,A,No Oficial,Privado,Persona Natural,KR 100 B # 75 B - 05,2281625 / 2288149,2281625,csanjuandeavila@gmail.com,www.colegiosanjuandeavila.edu.co,A,Mañana,"Básica Primaria, Básica Secundaria, Media",,,,,A+,ROSA ESPERANZA BAEZ LIZARAZO,335,"0,91",Urbana,Mixto,"-74,1150530729748","4,7073116084488005"
251,311001036527,COLEGIO FERVAN,A,No Oficial,Privado,Persona Natural,CL 75 # 101 - 37,4333102 / 2270374,4333102 EXT 1,asis.rectoria@colegiofervan.edu.co / secretaria@colegiofervan.edu.co,www.colegiofervan.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",Motora,,,,A+,LETY FERNANDEZ DE GUTIERREZ,465,0,Urbana,Mixto,"-74,11605059011406","4,7066275412850915"
254,311001105227,CENTRO EDUCATIVO JORGE TADEO LOZANO,A,No Oficial,Privado,Persona Natural,KR 123 # 64 - 31,5408679 / 2288565 / 4355328,4355328,tadeolozano_edu@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,GRACIELA VENGAS,219,No Aplica,Urbana,Mixto,"-74,14208302324279","4,715592529117672"
258,311001105286,COLEGIO PASOS FIRMES,A,No Oficial,Privado,Persona Natural,KR 109 A # 80 A - 05,6959307 / 2280361 / 4334745,6959307,colpasosfirmes@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,JANETTE CRISTINA GUTIERREZ TRIANA,173,0,Urbana,Femenino / Mixto,"-74,11662572210167","4,71725369022589"
259,311001044511,JARDIN INFANTIL CUENTOS Y RONDAS,A,No Oficial,Privado,Persona Natural,CL 80 A # 109 - 04,2273694,,jardincuentos@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,MAGDA ESPERANZA CALDERON,16,0,Urbana,Mixto,"-74,11632535960665","4,71685071815765"
262,311001109044,JARDIN INFANTIL GOTICAS DE ILUSIONES,A,No Oficial,Privado,Persona Natural,CL 81 # 105 - 03,4406016,4406016,jargotilus66@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,MARGARITA SALAS MORENO,24,No Aplica,Urbana,Mixto,"-74,11460336915705","4,715453950454193"
265,311001098158,JARDIN INFANTIL MAGICA U,A,No Oficial,Privado,Persona Natural,CL 71 C # 94 A - 03,2528964 / 4361854,,jardinmagicau@hotmail.com / jardinmagicau1@etb.net.co,,A,Mañana,Preescolar,,,,,No Aplica,BETSY BARBOSA ORTIZ,31,No Aplica,Urbana,Mixto,"-74,11297081497713","4,699755271745481"
266,311001042802,GUARDERIA Y JARDIN MIS ADORABLES BEBES,A,No Oficial,Privado,Persona Natural,CL 71 C # 91 A - 67,2528653,,luigui629@hotmail.es,,A,Mañana,Preescolar,,,,,No Aplica,SANDRA INES RAMIREZ LEAL,35,0,Urbana,Mixto,"-74,11119145362191","4,6988246532470255"
267,311001102261,CENTRO DE ESTIMULACION PARA EL APRENDIZAJE,A,No Oficial,Privado,Sociedad,CL 71 C # 91 - 34,4366925 / 4380603 / 7032678,4366925,cehuellitas@gmail.com,,A,Mañana,Preescolar,Cognitiva / Múltiple,,,,No Aplica,JANNETH EMILSE MONTAÑO MATIZ,18,0,Urbana,Mixto,"-74,11040923840174","4,698539342911102"
269,311001036004,JARDIN INFANTIL CHIFLADITOS,A,No Oficial,Privado,Persona Natural,KR 90 # 70 B - 34,4372146 / 2237627,2760874,direccionadmin@chifladitoskindergarten.edu.co / sandyliliag@gmail.com,www.chifladitoskindergarten.edu.co,A,Mañana,Preescolar,,,,,No Aplica,SANDRA LILIANA AVILA GALLEGO,152,0,Urbana,Mixto,"-74,10963622642166","4,696032216411124"
272,311001019339,COLEGIO ELOY VALENZUELA,A,No Oficial,Privado,Persona Natural,KR 104 # 77 C - 30,2293975,2293975,colegio_evalenzuela@hotmail.com,www.colegioeloyvalenzuela.edu.co,A,Mañana,Preescolar,,,,,No Aplica,ANGELICA MARIA AVILA MUNEVAR,114,0,Urbana,Mixto,"-74,11592405971135","4,711218336482001"
417,311001100764,JARDIN INFANTIL Y GUARDERIA SAN RAFAEL,A,No Oficial,Privado,Comunidad Religiosa,AK 70 # 49 - 66,2635483 / 4296512 / 2951848,2635483,jsanrafael@hotmail.com / jardin.sanrafael@gmail.com,,A,Mañana,Preescolar,,,,,No Aplica,HNA OFELMINA JOYA DUARTE,59,"17,3",Urbana,Mixto,"-74,1063814711455","4,664949806167419"
418,311001007098,ACADEMIA MILITAR NACIONAL HEROES GRANADINOS,A,No Oficial,Privado,Sociedad,KR 69 # 51 - 87,2952995,2638487,acmilhgranadinos@hotmail.com / info@acmilhgranadinos.edu.co,www.acmilhgranadinos.edu.co,A,Mañana,"Básica Primaria, Básica Secundaria, Media",,,,,A,No Aplica,0,No Aplica,Urbana,Mixto,"-74,1020731187035","4,664326080191757"
419,311001099901,GIMNASIO COLOMBO AUSTRALIANO,A,No Oficial,Privado,Sociedad,CL 51 # 70 C - 36,2632303 / 2631125,,coloaustral@yahoo.com,www.coloaustral.com,A,Mañana,Básica Primaria,Motora / Cognitiva / Autismo,,Afrocolombiano,,No Aplica,OLGA YOLIMA PARRA BUITRAGO,149,0,Urbana,Mixto,"-74,10646978901265","4,667440425716844"
420,311001039101,JARDIN INFANTIL LOS AMIGOS DE PAULITA,A,No Oficial,Privado,Persona Natural,CL 51 # 70 - 21,2630070,,amigospaulita@hotmail.com,www.losamigosdepaulita.edu.co,A,Mañana,Preescolar,,,,,No Aplica,MARISOL PINZON CARREÑO,97,0,Urbana,Mixto,"-74,10621113260132","4,666665581573858"
421,311001087831,COLEGIO SAN JOAQUIN NORTE,A,No Oficial,Privado,Persona Natural,KR 70 C # 65 - 83,2762306,,colsjoaquin@yahoo.es,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,DIANA PAOLA USECHE PARADA,60,0,Urbana,Mixto,"-74,09723260428721","4,678090831898544"
