OBJECTID,Código del establecimiento,Nombre del establecimiento,Código de la sede,Nombre de la sede,Orden de la sede,Sector,Tipo de administración,Naturaleza jurídica,Dirección,Número telefónico,Número de fax,Correo electrónico,Página WEB,Calendario,Jornada,Nivel de atención,Modelo educativo,Proyecto pedagógico,Tipo de discapacidad atendida,Tipo de talento especial,Grupo étnico atendido,Situación de conflicto atendida,Beneficiarios refrigerio escolar,Beneficiarios comida caliente,Beneficiarios ruta escolar,Beneficiarios subsidio transporte,Usuarios programa “Al colegio en BICI”,Categoría por resultado pruebas SABER 11,Tasa de deserción escolar (%),Zona,Género,coord_x,coord_y
446,111769000956,COLEGIO PRADO VERANIEGO (IED),111769000956,PRADO VERANIEGO II,A,Oficial,Distrital,Oficial,KR 53 A # 128 - 51,6251053,6251053,escdipradoveranie11@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,Cognitiva,,,,1549,0,0,45,0,B,"2,39",Urbana,Mixto,"-74,06088036919196","4,7134496325018915"
447,111769000956,COLEGIO PRADO VERANIEGO (IED),111769000948,PRADO VERANIEGO I,B,Oficial,Distrital,Oficial,KR 46 # 130 - 65,2741664 / 2740976,2740976,escdipradoveranie11@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,05430054121413","4,717220502477554"
448,111001086665,COLEGIO RAMON DE ZUBIRIA (IED),111001086665,RAMON DE ZUBIRIA,A,Oficial,Distrital,Oficial,DG 129 B BIS # 93 B - 51,6811682 / 6922278 / 6857454,6922278 EXT 102,cedramondezubiria11@redp.edu.co,,A,Mañana / Tarde,Básica Primaria / Básica Secundaria / Media,Educación Tradicional,,Cognitiva,,Indígena / Afrocolombiano,Desplazado,950,2073,271,48,36,C,0,Urbana,Mixto,"-74,09217154897708","4,7253543235894035"
449,111001086665,COLEGIO RAMON DE ZUBIRIA (IED),111769003106,LA PALMA,B,Oficial,Distrital,Oficial,KR 88 C # 130 D - 41,6924140 / 2917437,4343398 / 2917437,cedramondezubiria11@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,Auditiva / Cognitiva / Autismo,Capacidades Excepcionales,Indígena / Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,08681446823812","4,72766590485754"
450,111001086665,COLEGIO RAMON DE ZUBIRIA (IED),111001104566,STEPHEN HAWKING,C,Oficial,Distrital,Oficial,CL 128 C # 88 B - 50,6929548,,cedramondezubiria11@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,086632895363","4,7268665294694125"
451,111769003360,COLEGIO REPUBLICA DOMINICANA (IED),111769003360,REPUBLICA DOMINICANA,A,Oficial,Distrital,Oficial,CL 131 A # 125 - 43,6906799 / 6885519 / 6896824,6906799 EXT 107,colrepdominicana11@redp.edu.co / coldominicana@gmail.com,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Aceleración del Aprendizaje,,Auditiva,,Afrocolombiano,Desplazado,1714,2626,179,331,32,B,"2,58",Urbana,Mixto,"-74,10875361458703","4,738496995059878"
452,111769003360,COLEGIO REPUBLICA DOMINICANA (IED),111001110116,SEDE B,B,Oficial,Distrital,Oficial,KR 123 # 129 D - 25,6906799,,colrepdominicana11@redp.edu.co / coldominicana@gmail.com,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,10826809673551","4,734517436328148"
405,111001012483,COLEGIO TABORA (IED),111265000033,LA GRANJA,C,Oficial,Distrital,Oficial,KR 78 A # 76 - 10,2523199 / 4384722,2513543,cedtabora10@redp.edu.co,,A,Mañana / Tarde,Preescolar,Preescolar Escolarizado,,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,09770766395218","4,696651451959128"
406,111001108456,COLEGIO TOMAS CIPRIANO DE MOSQUERA (IED),111001108456,TOMAS CIPRIANO DE MOSQUERA,A,Oficial,Distrital,Oficial,TV 113 # 66 - 95,2273820 / 2273792 / 2273545,2273793,coltomasciprianomosq@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,Motora,,Afrocolombiano,,95,1299,0,14,0,B,"2,38",Urbana,Mixto,"-74,13421331243332","4,709144879740708"
407,111001025216,COLEGIO VILLA AMALIA (IED),111001025216,VILLA AMALIA,A,Oficial,Distrital,Oficial,KR 110 B # 71 C - 45,4349056,4349054 EXT 102,insededucvillaamal10@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,Cognitiva,,,,1340,0,0,38,0,B,"1,46",Urbana,Mixto,"-74,12626277840111","4,7104846128141045"
408,111001025020,COLEGIO ALBERTO LLERAS CAMARGO (IED),111001025020,ALBERTO LLERAS CAMARGO,A,Oficial,Distrital,Oficial,KR 111 A # 139 - 88,6888492 / 6885177,6891505,coldialbertolleras11@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,Visual / Motora / Cognitiva,,Afrocolombiano,Desplazado,3206,0,97,146,0,B,"2,18",Urbana,Mixto,"-74,10187953625135","4,743534907606767"
409,111001093084,COLEGIO ALVARO GOMEZ HURTADO (IED),111001093084,ALVARO GOMEZ HURTADO,A,Oficial,Distrital,Oficial,KR 100 A # 130 - 18,6845715 / 6845716,6845715 EXT 102,cedalvarogomezhur11@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,,,,Desplazado,3260,0,0,76,0,B,"0,14",Urbana,Mixto,"-74,09658056303653","4,730656118806174"
410,111001093084,COLEGIO ALVARO GOMEZ HURTADO (IED),211769000217,LA CHUCUA NORTE,B,Oficial,Distrital,Oficial,CL 133 # 98 B - 24,6844710,6814710,cedalvarogomezhur11@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,Otra,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,09330126309186","4,735406380601696"
411,111001093084,COLEGIO ALVARO GOMEZ HURTADO (IED),111001110345,SEDE C,C,Oficial,Distrital,Oficial,KR 102 # 131 - 66,6845715 / 6845716,6845715 EXT 102,cedalvarogomezhur11@redp.edu.co,,A,Mañana / Tarde,Básica Primaria,Educación Tradicional,,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,09757414555486","4,733868541748077"
412,111001093084,COLEGIO ALVARO GOMEZ HURTADO (IED),111001110426,SEDE D,D,Oficial,Distrital,Oficial,CL 131 # 100 A - 35,6845716,6845715 EXT 102,cedalvarogomezhur11@redp.edu.co,,A,Mañana / Tarde,Preescolar,Preescolar Escolarizado,,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,09649879119286","4,732607731856103"
413,111769001502,COLEGIO ANIBAL FERNANDEZ DE SOTO (IED),111769001502,ANIBAL FERNANDEZ DE SOTO,A,Oficial,Distrital,Oficial,KR 53 # 135 - 13,2582400 / 2742708 / 5235244,2742708,coldianibalfernand11@redp.edu.co,,A,Mañana / Tarde,Básica Primaria / Básica Secundaria / Media,Educación Tradicional,,,,,,1508,0,84,32,0,A,"4,35",Urbana,Mixto,"-74,05744007857196","4,723195359359505"
414,111769001502,COLEGIO ANIBAL FERNANDEZ DE SOTO (IED),111769000328,PRADO PINZON,B,Oficial,Distrital,Oficial,KR 50 # 143 - 33,2582736 / 3138958970,,coldianibalfernand11@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,0544611932246","4,726737170656434"
415,111001104256,COLEGIO DELIA ZAPATA OLIVELLA (IED),111001104256,DELIA ZAPATA OLIVELLA,A,Oficial,Distrital,Oficial,CL 144 C # 141 A - 51,6897665,6897637 EXT 102,coldeliazapataolive@redp.edu.co,http://colegio.redp.edu.co/deliazapata,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,40x40,Auditiva / Motora / Cognitiva / Autismo,,Indígena / Afrocolombiano,Desplazado,0,1188,0,20,46,No Aplica,"0,23",Urbana,Mixto,"-74,11306194457113","4,752681482607924"
416,111769000247,COLEGIO EL SALITRE - SUBA (IED),111769000247,EL SALITRE,A,Oficial,Distrital,Oficial,CL 163 # 92 - 96,6858590 / 6815850,6922079 EXT 1,cedelsalitre11@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,Cognitiva,,,Desplazado,3241,0,302,231,0,B,0,Rural,Mixto,"-74,0770874878838","4,759663938500444"
417,111769000247,COLEGIO EL SALITRE - SUBA (IED),211769000845,SAN CARLOS DE SUBA,B,Oficial,Distrital,Oficial,CL 153 # 100 - 44,6922079 / 6925324,6922079 EXT 1,cedelsalitre11@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,Auditiva / Motora / Cognitiva / Autismo,,,Desplazado / Hijo Desmovilizado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,08806085105044","4,753029458866691"
418,111769000247,COLEGIO EL SALITRE - SUBA (IED),111001017698,SEDE C,C,Oficial,Distrital,Oficial,KR 92 # 152 A - 52,6929458 / 6816850,6929458,cedelsalitre11@redp.edu.co,,A,Mañana / Tarde,Básica Primaria / Básica Secundaria,Educación Tradicional,,Visual / Auditiva / Motora / Cognitiva / Múltiple,,,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,0828080144103","4,748998753390543"
419,111001104264,COLEGIO GERARDO MOLINA RAMIREZ (IED),111001104264,GERARDO MOLINA RAMIREZ,A,Oficial,Distrital,Oficial,KR 143 # 142 A - 62,7016772 / 7016779,7016772 EXT 113,colgerardomolinar@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,,,,Desplazado / Desvinculado / Hijo Desmovilizado,0,1720,0,22,82,B,"5,05",Urbana,Mixto,"-74,11551978459582","4,748654519851772"
420,111769003424,COLEGIO GERARDO PAREDES (IED),111769003424,GERARDO PAREDES MARTINEZ,A,Oficial,Distrital,Oficial,KR 94 C # 129 A - 04,6813272,6813272 EXT 103,coldigerardoparede11@redp.edu.co,,A,Mañana / Tarde / Noche,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Educación para Jóvenes en Extraedad y Adultos,40x40,Visual / Motora / Cognitiva,,Indígena / Afrocolombiano,Desplazado / Desvinculado / Hijo Desmovilizado,4222,0,881,59,58,B,"5,04",Urbana,Mixto,"-74,09350932369145","4,725714288625259"
421,111769003424,COLEGIO GERARDO PAREDES (IED),111001096539,LA FRONTERA,B,Oficial,Distrital,Oficial,DG 127 BIS # 91 B - 10,6820157,6813272,coldigerardoparede11@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,40x40,Visual / Cognitiva / Múltiple,,Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,09279996902735","4,718680990197668"
422,111769003424,COLEGIO GERARDO PAREDES (IED),111769003963,SAN CAYETANO,C,Oficial,Distrital,Oficial,CL 127 F # 94 - 53,6857421,6857421,coldigerardoparede11@redp.edu.co,,A,Mañana / Tarde,Preescolar,Preescolar Escolarizado,40x40,Otra,,Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,09617572288072","4,723435277730724"
423,111001104388,COLEGIO GONZALO ARANGO (IED),111001104388,GONZALO ARANGO,A,Oficial,Distrital,Oficial,CL 130 C # 97 - 71,6857674 / 84,6857674 EXT 102,colgonzaloarango@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,40x40,Cognitiva,,Afrocolombiano,,204,1773,0,31,0,A,"1,28",Urbana,Mixto,"-74,09506245242721","4,729540085754569"
424,111001104388,COLEGIO GONZALO ARANGO (IED),111001110108,SEDE B,B,Oficial,Distrital,Oficial,KR 102 A # 135 A - 09,6857674 / 84,,colgonzaloarango@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,09639792655614","4,738198267873588"
425,111001075515,COLEGIO GUSTAVO MORALES MORALES (IED),111001075515,GUSTAVO MORALES MORALES,A,Oficial,Distrital,Oficial,CL 129 # 55 - 55,2712209 / 6245065,6245065,coldigustavomorale11@redp.edu.co,,A,Mañana / Tarde,Básica Primaria / Básica Secundaria / Media,Educación Tradicional,,Cognitiva,,,Desplazado,2189,0,501,197,0,B,"5,26",Urbana,Mixto,"-74,06474308808276","4,7162839680959445"
426,111001075515,COLEGIO GUSTAVO MORALES MORALES (IED),111769000280,CIUDAD JARDIN NORTE,B,Oficial,Distrital,Oficial,CL 129 B # 58 B - 45,2539013,6245064 / 2539013,coldigustavomorale11@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,Cognitiva,,,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,06984793805961","4,719158195200013"
427,111769004188,COLEGIO HUNZA (IED),111769004188,LA AGUADITA,A,Oficial,Distrital,Oficial,KR 84 A # 129 A BIS - 40,6926209 / 6921630,5388402,cedlaaguadita11@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria,Preescolar Escolarizado / Educación Tradicional,,Cognitiva,,Indígena / Afrocolombiano,,1658,0,0,7,0,B,"0,62",Urbana,Mixto,"-74,08324815386521","4,723394443824247"
428,111769004188,COLEGIO HUNZA (IED),111001086363,DIVINO NIÑO JESUS EL CONDOR,B,Oficial,Distrital,Oficial,CL 128 B # 87 D - 05 - SEDE ADMINISTRATIVA,6921630 / 6844319,6921630 EXT 106,cedlaaguadita11@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,Cognitiva,Capacidades Excepcionales,Indígena / Raizal,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,08729053311788","4,720521246814102"
429,111769004188,COLEGIO HUNZA (IED),111001086592,CIUDAD HUNZA,C,Oficial,Distrital,Oficial,KR 86 B # 128 - 75,6928209,6921630 EXT 106,cedlaaguadita11@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,Cognitiva,,Afrocolombiano,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,08570220030447","4,720229858447825"
430,111769004188,COLEGIO HUNZA (IED),111001110604,SEDE D,D,Oficial,Distrital,Oficial,KR 88 C # 128 B - 29,,,,,A,Mañana / Tarde,Preescolar,Preescolar Escolarizado,,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,08835019121692","4,721584197010792"
431,111769003416,COLEGIO JUAN LOZANO Y LOZANO (IED),111769003416,JUAN LOZANO Y LOZANO,A,Oficial,Distrital,Oficial,CL 140 A # 100 - 30,6822910 / 6806870 / 6802443,6822910 / 6806870,coldijuanlozanoylo11@redp.edu.co,,A,Mañana / Tarde / Noche,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Educación para Jóvenes en Extraedad y Adultos,40x40,,,,,3421,0,423,347,59,No Aplica,0,Urbana,Mixto,"-74,09285167336016","4,741039916621023"
432,111769003416,COLEGIO JUAN LOZANO Y LOZANO (IED),111769000182,SUBA CENTRO,B,Oficial,Distrital,Oficial,KR 99 # 155 - 96,7002050 / 6860566 / 6802443,6860566,coldijuanlozanoylo11@redp.edu.co,,A,Mañana / Tarde,Básica Primaria / Media,Educación Tradicional,40x40,,,,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,08625752084679","4,754076253098196"
433,111001015776,COLEGIO JULIO FLOREZ (IED),111769000352,SANTA ROSA,A,Oficial,Distrital,Oficial,CL 102 A # 70 - 40,6138763 / 2715059 / 6240861,2715059,cedjulioflorez11@redp.edu.co / coldisantarosa11@redp.edu.co,www.colegiojulioflorez.com,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,40x40,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,07399281957777","4,695990138219584"
434,111001015776,COLEGIO JULIO FLOREZ (IED),111001015776,JULIO FLOREZ,B,Oficial,Distrital,Oficial,KR 68 B # 94 - 12,2536376 / 6248160 / 4431203,2536376,cedjulioflorez11@redp.edu.co,www.colegiojulioflorez.com,A,Mañana / Tarde,Básica Primaria / Básica Secundaria / Media,Educación Tradicional / Otro,40x40,,,,,1425,0,611,189,0,A,"1,82",Urbana,Mixto,"-74,077545016926","4,686995686824491"
435,111001002330,COLEGIO LA GAITANA (IED),111001002330,LA GAITANA,A,Oficial,Distrital,Oficial,TV 126 # 134 - 88,6931858 / 6931859 / 6904265,6931858 EXT 103,cedlagaitana11@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,,,,Desplazado,2206,0,30,71,21,B,"0,22",Urbana,Mixto,"-74,10898049579012","4,7417182185011075"
436,111001002330,COLEGIO LA GAITANA (IED),111001044288,VILLA MARIA,B,Oficial,Distrital,Oficial,CL 132 D # 123 B - 65,6970143,6904265,cedlagaitana11@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,,,Indígena / Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,10668870215919","4,739471061153156"
437,111001094889,COLEGIO LA TOSCANA - LISBOA (IED),111001094889,LA TOSCANA,A,Oficial,Distrital,Oficial,CL 133 # 132 - 05,6971055,6904984,cedlatoscana11@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,40x40,,,Afrocolombiano,Desplazado,2118,0,66,52,0,B,0,Urbana,Mixto,"-74,11356930585708","4,743439204823595"
438,111001094889,COLEGIO LA TOSCANA - LISBOA (IED),111001012394,LISBOA,B,Oficial,Distrital,Oficial,TV 151 A # 129 - 16,6974995,6904984 EXT 108,cedlatoscana11@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,40x40,Cognitiva,,Afrocolombiano,Desplazado / Desvinculado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,12162471280882","4,743353035423544"
439,111001094889,COLEGIO LA TOSCANA - LISBOA (IED),111001110434,SEDE C,C,Oficial,Distrital,Oficial,TV 127 C # 139 B - 48,6971055,,cedlatoscana11@redp.edu.co,,A,Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,10824436414404","4,7466068075301395"
440,211769003151,COLEGIO NICOLAS BUENAVENTURA (IED),211769003151,CHORRILLOS,A,Oficial,Distrital,Oficial,KM 7 VIA SUBA - COTA,6846463,6810506 EXT 102,cedchorrillos11@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,,,,,385,1530,433,102,16,A,0,Rural,Mixto,"-74,09121536242573","4,784618526035774"
441,211769003151,COLEGIO NICOLAS BUENAVENTURA (IED),111001107786,NICOLAS BUENAVENTURA,B,Oficial,Distrital,Oficial,KR 103 B # 153 - 01,6846463 / 6808616,6810506,cedchorrillos11@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,09074672302009","4,7566245816667285"
442,111001075272,COLEGIO NUEVA COLOMBIA (IED),111001075272,NUEVA COLOMBIA,A,Oficial,Distrital,Oficial,KR 102 A # 128 A - 40,6808843 / 6808849 / 6808854,6808849 EXT 102,escdinvacolombia11@redp.edu.co,,A,Mañana / Tarde,Básica Primaria / Básica Secundaria / Media,Educación Tradicional,,Auditiva / Visual / Motora / Cognitiva,,Afrocolombiano,Desplazado,2480,0,0,25,0,B,0,Urbana,Mixto,"-74,09972242792927","4,7284145522173135"
443,111001075272,COLEGIO NUEVA COLOMBIA (IED),111001104141,AURES II,B,Oficial,Distrital,Oficial,KR 105 A # 131 - 10,6900082,,escdinvacolombia11@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,Motora,,Afrocolombiano,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,10116938927318","4,734675016440769"
453,111769000174,COLEGIO SIMON BOLIVAR (IED),111769000174,SIMON BOLIVAR,A,Oficial,Distrital,Oficial,KR 91 # 146 C - 63,6815218 / 6929816 / 6803993,6815218 / 6929816,cedsimonbolivar11@redp.edu.co,,A,Mañana / Tarde / Noche,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Aceleración del Aprendizaje / Educación para Jóvenes en Extraedad y Adultos,40x40,Auditiva / Motora / Cognitiva / Autismo,,Indígena / Afrocolombiano,Desplazado / Desvinculado / Hijo Desmovilizado,1895,0,0,111,0,No Aplica,"5,32",Urbana,Mixto,"-74,08439810792166","4,741412988780362"
454,111769000174,COLEGIO SIMON BOLIVAR (IED),111001110361,SEDE B,B,Oficial,Distrital,Oficial,KR 90 # 145 39,6815218,,cedsimonbolivar11@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Aceleración del Aprendizaje,,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,08411545661077","4,7384197282553595"
455,111769000174,COLEGIO SIMON BOLIVAR (IED),111001110370,SEDE C,C,Oficial,Distrital,Oficial,CL 147 C # 92 - 24,6929816,,cedsimonbolivar11@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Aceleración del Aprendizaje,,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,08481176055044","4,743498517954929"
456,111001045225,COLEGIO TIBABUYES UNIVERSAL (IED),111001045225,TIBABUYES UNIVERSAL,A,Oficial,Distrital,Oficial,KR 128 A # 139 - 13,6973083 / 6890157 / 6937159,6890157 EXT 102,cedtibabuyesunive11@redp.edu.co / orbrivar@yahoo.com,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,Cognitiva,,Afrocolombiano,Desplazado,3941,0,193,178,99,B,"0,55",Urbana,Mixto,"-74,11080644826755","4,746264078582937"
457,111001045225,COLEGIO TIBABUYES UNIVERSAL (IED),111001110094,SEDE B,B,Oficial,Distrital,Oficial,AK 118 # 136 A - 14,6973083,,cedtibabuyesunive11@redp.edu.co / orbrivar@yahoo.com,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,C,No Aplica,Urbana,Mixto,"-74,1047548665077","4,742214422526755"
458,111001045225,COLEGIO TIBABUYES UNIVERSAL (IED),111001110337,SEDE C,C,Oficial,Distrital,Oficial,KR 107 # 139 - 78 / 72 / 66 / 60,6973083 / 6890157 / 6937159,6890157 EXT 102,cedtibabuyesunive11@redp.edu.co / orbrivar@yahoo.com,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,C,No Aplica,Urbana,Mixto,"-74,09905018087292","4,743066203587403"
459,111001107077,COLEGIO VEINTIUN ANGELES (IED),111001107077,VEINTIUN ANGELES,A,Oficial,Distrital,Oficial,KR 90 # 154 A - 09,6838395 / 6838616 / 6838397,6838617,colventiunangeles11@redp.edu.co,,A,Mañana / Tarde / Única,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Otro,,Auditiva / Motora / Cognitiva / Otra,,Indígena / Afrocolombiano,Desplazado / Desvinculado,823,1506,508,302,0,B,"0,59",Urbana,Mixto,"-74,08084479576418","4,749609274025213"
460,111001107077,COLEGIO VEINTIUN ANGELES (IED),211769003186,TUNA ALTA,B,Oficial,Distrital,Oficial,CL 155 A # 88 - 05,6846258 / 6838778,6838778,colventiunangeles11@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,Cognitiva,,Indígena / Afrocolombiano,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,07879133236464","4,749797909814795"
461,111001107077,COLEGIO VEINTIUN ANGELES (IED),111769000263,CASABLANCA,C,Oficial,Distrital,Oficial,CL 146 B # 78 - 51,6823610 / 6928220,6928220,colventiunangeles11@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,Auditiva / Cognitiva,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,07583815230913","4,737956291076847"
